	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
1386	chr6	26043820	26044460	0.059260057	0.4148204	162563	156210	156217	8	12	HIST1H2BB	NM_021062 NP_066406	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	1	overlaps 5' UTR	-	430	NA	3018	28547
261	chr10	63213339	63213396	0.103669682	0.414678726	24352	257986	257989	4	14	TMEM26	NM_178505 NP_848600 NR_134507 NR_134508 XM_011539450 XM_011539451 XM_017015829 XP_011537752 XP_011537753 XP_016871318	promoter	promoter	131	NA	NA	NA	7	NA	-	40557	NA	219623	17659
1408	chr6	33048086	33048469	0.069051095	0.414306573	164073	168249	168255	7	31	HLA-DPB1	NM_002121 NP_002112	overlaps exon upstream	inside	4383	overlaps exon upstream	0	2	7	inside transcription region	+	13770	NA	3115	29170
10900	chr8	1616422	1616925	-0.069006216	0.414037299	185455	219441	219446	6	10	DLGAP2	NM_001277161 NM_001346810 NM_004745 NP_001264090 NP_001333739 NP_004736 NR_073397	covers exon(s)	inside	166890	covers exon(s)	0	6	11	inside transcription region	+	207110	NA	9228	70097
4518	chr13	107865374	107865768	-0.082253535	0.411267674	56858	335471	335475	5	5	FAM155A	NM_001080396 NP_001073865 XM_011521109 XP_011519411	inside intron	inside	653692	inside intron	-2270	2	3	inside transcription region	-	698581	NA	728215	57484
7454	chr21	34398199	34398265	-0.082222107	0.411110536	123280	462017	462021	5	14	OLIG2	NM_005806 NP_005797 XM_005260908 XP_005260965	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	5' UTR	+	3287	NA	10215	4063
10490	chr7	155249648	155250213	-0.068118798	0.408712785	184100	215512	215517	6	12	EN2	NM_001427 NP_001418	promoter	promoter	611	NA	NA	NA	2	NA	+	6702	NA	2020	16779
584	chr14	102247610	102248253	0.080429194	0.40214597	63627	351473	351477	5	5	PPP2R5C	NM_001161725 NM_001161726 NM_001352912 NM_001352913 NM_001352914 NM_001352915 NM_001352916 NM_002719 NM_178586 NM_178587 NM_178588 NP_001155197 NP_001155198 NP_001339841 NP_001339842 NP_001339843 NP_001339844 NP_001339845 NP_002710 NP_848701 NP_848702 XM_005267819 XM_005267820 XM_005267822 XM_005267823 XM_005267824 XM_005267826 XM_005267827 XM_011536914 XM_011536915 XM_011536916 XM_011536918 XM_011536919 XM_011536920 XM_011536921 XM_017021422 XM_017021423 XM_017021424 XP_005267876 XP_005267877 XP_005267879 XP_005267880 XP_005267881 XP_005267883 XP_005267884 XP_011535216 XP_011535217 XP_011535218 XP_011535220 XP_011535221 XP_011535222 XP_011535223 XP_016876911 XP_016876912 XP_016876913	inside intron	inside	19475	inside intron	-18302	2	16	inside transcription region	+	166193	NA	5527	44520
11298	chr8	58106094	58106598	-0.100502895	0.40201158	189334	227760	227763	4	4	LINC01606	NR_038235	upstream	upstream	25050	NA	NA	NA	8	NA	+	13740	NA	100507651	2434
1532	chr7	105221826	105222024	0.066872702	0.401236212	180611	208158	208163	6	8	EFCAB10	NM_001355526 NM_001355527 NM_001355529 NM_001355530 NM_001355531 NP_001342455 NP_001342456 NP_001342458 NP_001342459 NP_001342460 NR_027068	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	overlaps 5' UTR	-	15204	NA	100130771	553
3629	chr11	59823993	59824541	-0.066404459	0.398426752	35496	285532	285538	7	7	MS4A3	NM_001031666 NM_001031809 NM_006138 NP_001026836 NP_001026979 NP_006129 XM_011545363 XP_011543665	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	5	5' UTR	+	14487	NA	932	70620
7309	chr20	56286391	56286732	-0.065959876	0.395759259	121884	458531	458537	7	11	PMEPA1	NM_001255976 NM_020182 NM_199169 NM_199170 NM_199171 NP_001242905 NP_064567 NP_954638 NP_954639 NP_954640	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	5' UTR	-	63144	NA	56937	47434
4262	chr12	132680792	132681641	-0.079021898	0.39510949	52375	325471	325475	5	6	GALNT9	NM_001122636 NM_021808 NP_001116108 NP_068580 XM_017019371 XM_017019372 XM_017019373 XM_017019374 XM_017019375 XM_017019376 XP_016874860 XP_016874861 XP_016874862 XP_016874863 XP_016874864 XP_016874865	overlaps 3'	overlaps 3'	224264	overlaps exon downstream	0	11	11	3'UTR	-	224988	NA	50614	38508
849	chr19	20278013	20278423	0.065691676	0.394150057	97935	437200	437205	6	8	ZNF486	NM_052852 NP_443084	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	4	overlaps 5' UTR	+	33276	NA	90649	69127
3668	chr11	65405351	65405492	-0.065593455	0.393560728	36547	288647	288652	6	15	SIPA1	NM_006747 NM_153253 NP_006738 NP_694985 XM_005274189 XM_011545214 XP_005274246 XP_011543516 XR_247210	promoter	promoter	86	NA	NA	NA	16	NA	+	12813	NA	6494	53832
8753	chr5	4230502	4230872	-0.065221578	0.39132947	150364	130207	130212	6	6	IRX1	NM_024337 NP_077313 XM_017009845 XP_016865334	downstream	downstream	634334	NA	NA	NA	4	NA	+	5349	NA	79192	60298
6364	chr19	34174777	34175052	-0.078182862	0.390914311	98374	438330	438334	5	23	CHST8	NM_001127895 NM_001127896 NM_022467 NP_001121367 NP_001121368 NP_071912 XM_011527222 XM_011527224 XM_017027143 XP_011525524 XP_011525526 XP_016882632	inside intron	inside	61916	inside intron	5029	2	4	5' UTR	+	151553	NA	64377	52750
8652	chr5	2252878	2253242	-0.077642603	0.388213015	150179	129694	129698	5	5	IRX4	NM_001278632 NM_001278633 NM_001278634 NM_001278635 NM_016358 NP_001265561 NP_001265562 NP_001265563 NP_001265564 NP_057442	upstream	upstream	365585	NA	NA	NA	6	NA	-	9752	NA	50805	38694
8449	chr4	184922406	184922646	-0.09644033	0.38576132	148833	125969	125972	4	5	STOX2	NM_020225 NP_064610 NR_132761 XM_011532129 XM_011532130 XM_011532131 XM_017008466 XM_017008467 XP_011530431 XP_011530432 XP_011530433 XP_016863955 XP_016863956 XR_938767	covers exon(s)	inside	95897	covers exon(s)	0	2	4	inside transcription region	+	112366	NA	56977	47568
3258	chr10	134723491	134724172	-0.096353795	0.385415179	30409	272261	272264	4	4	CFAP46	NM_001200049 NM_017609 NM_173572 NP_001186978	overlaps exon upstream	inside	6014	overlaps exon upstream	0	4	8	inside transcription region	-	18165	NA	54777	42768
3223	chr10	134043362	134043755	-0.076895619	0.384478093	30149	271318	271322	5	6	STK32C	NM_001318878 NM_001318879 NM_001318880 NM_001318881 NM_001318882 NM_001318883 NM_173575 NP_001305807 NP_001305808 NP_001305809 NP_001305810 NP_001305811 NP_001305812 NP_775846 NR_134911 XM_011539688 XM_011539690 XM_011539693 XM_011539694 XM_011539695 XM_011539696 XM_017016100 XM_017016101 XP_011537990 XP_011537992 XP_011537995 XP_011537996 XP_011537997 XP_011537998 XP_016871589 XP_016871590 XR_001747094 XR_945687	inside intron	inside	102308	inside intron	-1729	3	6	5' UTR	-	107404	NA	282974	25987
4484	chr13	100636252	100637258	-0.063972658	0.383835947	56558	334850	334858	9	19	ZIC2	NM_007129 NP_009060 XM_011521110 XP_011519412	overlaps exon upstream	inside	2226	overlaps exon upstream	0	2	3	inside transcription region	+	4993	NA	7546	58761
9209	chr6	1605913	1606394	-0.095839781	0.383359124	160526	152120	152124	5	6	FOXC1	NM_001453 NP_001444	upstream	upstream	4287	NA	NA	NA	1	NA	+	3448	NA	2296	19153
10793	chr8	1094484	1094904	-0.076639822	0.383199109	185261	218876	218881	6	6	NA	NA	downstream	downstream	406897	NA	NA	NA	4	NA	+	400190	NA	619343	51236
8450	chr4	184930219	184930579	-0.063688521	0.382131128	148835	125975	125980	6	20	STOX2	NM_020225 NP_064610 NR_132761 XM_011532129 XM_011532130 XM_011532131 XM_017008466 XM_017008467 XP_011530431 XP_011530432 XP_011530433 XP_016863955 XP_016863956 XR_938767	overlaps exon upstream	inside	103710	overlaps exon upstream	0	3	4	inside transcription region	+	112366	NA	56977	47568
1406	chr6	32120584	32120878	0.07607942	0.380397098	163828	166235	166242	8	87	LOC100507547	NR_037169 NR_037170 NR_037171 NR_037172	inside exon	inside	1264	inside exon	0	3	3	inside transcription region	-	1563	NA	100507547	2379
5045	chr15	25958878	25959578	-0.075741416	0.378707081	65076	355119	355124	6	6	ATP10A	NM_024490 NP_077816 XM_005268261 XM_011521826 XM_011521828 XM_011521829 XM_011521830 XM_017022436 XM_017022437 XP_005268318 XP_011520128 XP_011520130 XP_011520131 XP_011520132 XP_016877925 XP_016877926 XR_001751366 XR_001751367 XR_001751368	overlaps exon upstream	inside	148771	overlaps exon upstream	0	10	21	inside transcription region	-	184489	NA	57194	48146
10608	chr7	157352978	157353191	-0.075364173	0.376820864	184457	216620	216624	5	5	PTPRN2	NM_001308267 NM_001308268 NM_002847 NM_130842 NM_130843 NP_001295196 NP_001295197 NP_002838 NP_570857 NP_570858 XM_011516446 XM_011516447 XM_011516448 XM_011516449 XM_017012475 XM_017012476 XP_011514748 XP_011514749 XP_011514750 XP_011514751 XP_016867964 XP_016867965	inside intron	inside	1027291	inside intron	8402	20	22	inside transcription region	-	1048732	NA	5799	49621
5252	chr15	94840793	94841537	-0.093032467	0.372129867	71050	367995	367999	5	5	MCTP2	NM_001159643 NM_001159644 NM_018349 NP_001153115 NP_001153116 NP_060819 XM_005254955 XM_005254960 XM_006720603 XM_011521770 XM_011521771 XM_011521772 XM_011521773 XM_011521774 XM_011521775 XM_017022403 XM_017022404 XM_017022405 XP_005255012 XP_005255017 XP_006720666 XP_011520072 XP_011520073 XP_011520074 XP_011520075 XP_011520076 XP_011520077 XP_016877892 XP_016877893 XP_016877894 XR_001751349 XR_931865	overlaps exon upstream	inside	65838	overlaps exon upstream	0	2	24	5' UTR	+	252226	NA	55784	45978
6332	chr19	18539756	18540330	-0.074135326	0.370676632	97624	436337	436341	5	5	SSBP4	NM_001009998 NM_032627 NP_001009998 NP_116016 XM_005259790 XM_006722665 XM_006722666 XM_006722668 XM_017026431 XM_017026432 XM_017026433 XM_017026434 XM_017026435 XM_017026436 XM_017026437 XP_005259847 XP_006722728 XP_006722729 XP_006722731 XP_016881920 XP_016881921 XP_016881922 XP_016881923 XP_016881924 XP_016881925 XP_016881926 XR_936163 XR_936164	inside intron	inside	9610	inside intron	-963	4	17	inside transcription region	+	15226	NA	170463	15006
1204	chr4	682834	683240	0.073347184	0.366735921	140297	107147	107151	5	5	MFSD7	NM_001294341 NM_001294342 NM_032219 NP_001281270 NP_001281271 NP_115595 XM_005272297 XM_005272299 XM_006713918 XM_006713919 XM_011513568 XM_011513571 XM_011513572 XM_011513573 XM_011513574 XM_011513575 XM_017008700 XP_005272354 XP_005272356 XP_006713981 XP_006713982 XP_011511870 XP_011511873 XP_011511874 XP_011511875 XP_011511876 XP_011511877 XP_016864189 XR_246613 XR_925004 XR_925005 XR_925006 XR_925007	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	8	overlaps 5' UTR	-	7355	NA	84179	64959
4523	chr13	108922150	108922745	-0.060994297	0.365965782	56896	335562	335568	7	8	TNFSF13B	NM_001145645 NM_006573 NP_001139117 NP_006564 XR_001749468	overlaps two exons	inside	173	overlaps two exons	0	1	5	overlaps 5' UTR	+	38855	NA	10673	5668
336	chr11	19736150	19736333	0.072968161	0.364840807	33332	280710	280714	5	25	NAV2	NM_001111018 NM_001111019 NM_001244963 NM_145117 NM_182964 NP_001104488 NP_001104489 NP_001231892 NP_660093 NP_892009 XM_005253214 XM_006718364 XM_006718365 XM_006718366 XM_006718367 XM_006718368 XM_006718369 XM_011520444 XM_011520445 XM_011520446 XM_011520447 XM_011520448 XM_011520449 XM_011520450 XM_011520451 XM_011520452 XM_011520453 XM_011520454 XM_017018520 XM_017018521 XM_017018522 XM_017018523 XM_017018524 XM_017018525 XM_017018526 XP_005253271 XP_006718427 XP_006718428 XP_006718429 XP_006718430 XP_006718431 XP_006718432 XP_011518746 XP_011518747 XP_011518748 XP_011518749 XP_011518750 XP_011518751 XP_011518752 XP_011518753 XP_011518754 XP_011518755 XP_011518756 XP_016874009 XP_016874010 XP_016874011 XP_016874012 XP_016874013 XP_016874014 XP_016874015	inside intron	inside	1269	inside intron	-641	1	41	inside transcription region	+	408266	NA	89797	68483
10641	chr7	157549542	157550279	-0.060251655	0.361509928	184565	216987	216992	6	11	PTPRN2	NM_001308267 NM_001308268 NM_002847 NM_130842 NM_130843 NP_001295196 NP_001295197 NP_002838 NP_570857 NP_570858 XM_011516446 XM_011516447 XM_011516448 XM_011516449 XM_017012475 XM_017012476 XP_011514748 XP_011514749 XP_011514750 XP_011514751 XP_016867964 XP_016867965	inside intron	inside	830203	inside intron	-73912	12	22	inside transcription region	-	1048732	NA	5799	49621
3443	chr11	2890644	2890725	-0.070845731	0.354228656	31682	276873	276880	8	43	KCNQ1DN	NM_018722 NR_024627	promoter	promoter	538	NA	NA	NA	2	NA	+	2073	NA	55539	45084
1726	chr1	1961628	1962082	-0.070789699	0.353948497	586	1849	1853	5	5	GABRD	NM_000815 NP_000806 XM_011541194 XM_017000936 XP_011539496 XP_016856425	inside exon	inside	10860	inside exon	0	9	9	overlaps 3'UTR	+	11424	NA	2563	22537
2167	chr1	152733025	152733337	-0.07074747	0.35373735	12723	30310	30314	5	6	KPRP	NM_001025231 NP_001020402 XM_011509571 XP_011507873	inside exon	inside	2519	inside exon	0	2	2	inside transcription region	+	4023	NA	448834	36612
3256	chr10	134719935	134720964	-0.070655763	0.353278815	30407	272250	272255	6	8	CFAP46	NM_001200049 NM_017609 NM_173572 NP_001186978	inside intron	inside	9222	inside intron	1007	6	8	inside transcription region	-	18165	NA	54777	42768
8594	chr5	1867978	1868357	-0.070621175	0.353105877	150098	129427	129431	5	8	IRX4	NM_001278632 NM_001278633 NM_001278634 NM_001278635 NM_016358 NP_001265561 NP_001265562 NP_001265563 NP_001265564 NP_057442	downstream	downstream	18936	NA	NA	NA	6	NA	-	9752	NA	50805	38694
7861	chr3	109035381	109035469	-0.087916285	0.351665138	134359	94582	94585	4	10	DPPA2	NM_138815 NP_620170 XM_011512443 XM_011512444 XM_011512445 XP_011510745 XP_011510746 XP_011510747	promoter	promoter	17	NA	NA	NA	9	NA	-	22729	NA	151871	13235
8708	chr5	3188066	3188374	-0.070185077	0.350925386	150273	129965	129969	5	5	LINC01019	NR_033898	downstream	downstream	347834	NA	NA	NA	5	NA	-	118942	NA	285577	26989
7475	chr21	39870397	39870704	-0.116661497	0.349984492	123595	462876	462878	3	3	ERG	NM_001136154 NM_001136155 NM_001243428 NM_001243429 NM_001243432 NM_001243433 NM_001291391 NM_001331025 NM_004449 NM_182918 NP_001129626 NP_001129627 NP_001230357 NP_001230358 NP_001230361 NP_001278320 NP_001317954 NP_004440 NP_891548 NR_111949 XM_011529486 XM_011529487 XM_017028287 XM_017028288 XM_017028289 XP_011527788 XP_011527789 XP_016883776 XP_016883777 XP_016883778	inside intron	inside	163000	inside intron	-24352	4	5	inside transcription region	-	191004	NA	2078	17231
3270	chr10	134739369	134739934	-0.087393373	0.349573492	30421	272305	272308	4	4	CFAP46	NM_001200049 NM_017609 NM_173572 NP_001186978	inside intron	inside	16155	inside intron	137	10	58	inside transcription region	-	134193	NA	54777	42767
2644	chr10	8084340	8085800	-0.069900144	0.349500719	21359	251721	251726	6	6	GATA3-AS1	NM_207423 NR_024255 NR_024256 NR_104327 NR_104328 NR_104329 NR_104330 NR_104336	downstream	downstream	9647	NA	NA	NA	3	NA	-	3034	NA	399717	33743
3607	chr11	50219952	50220389	-0.069648301	0.348241505	35041	284551	284555	5	6	LOC441601	NR_003034	downstream	downstream	37244	NA	NA	NA	6	NA	-	18634	NA	441601	36376
5487	chr16	55362342	55363601	-0.069360723	0.346803616	76528	381437	381442	6	6	IRX6	NM_024335 NP_077311 XM_005256137 XP_005256194	covers exon(s)	inside	3871	covers exon(s)	0	5	6	inside transcription region	+	6201	NA	79190	60295
517	chr13	36919344	36919905	0.069333469	0.346667343	54124	329837	329842	6	21	SPART	NM_001142294 NM_001142295 NM_001142296 NM_015087 NP_001135766 NP_001135767 NP_001135768 NP_055902 XM_005266313 XM_005266314 XM_005266315 XM_005266317 XM_011535012 XP_005266370 XP_005266371 XP_005266372 XP_005266374 XP_011533314 XR_001749523	inside intron	inside	741	inside intron	456	1	5	5' UTR	-	20586	NA	23111	19658
10924	chr8	2046498	2047010	-0.06932854	0.346642701	185625	219972	219976	5	6	MYOM2	NM_003970 NP_003961 XM_006716237 XP_006716300	covers exon(s)	inside	53340	covers exon(s)	0	6	24	inside transcription region	+	100222	NA	9172	69785
2718	chr10	14816426	14816880	-0.069319605	0.346598027	21806	252699	252703	5	9	FAM107B	NM_001282695 NM_001282696 NM_001282697 NM_001282698 NM_001282699 NM_001282700 NM_001282701 NM_001282702 NM_001282703 NM_001320735 NM_001320736 NM_001320737 NM_001320738 NM_001320739 NM_001320740 NM_001320741 NM_031453 NP_001269624 NP_001269625 NP_001269626 NP_001269627 NP_001269628 NP_001269629 NP_001269630 NP_001269631 NP_001269632 NP_001307664 NP_001307665 NP_001307666 NP_001307667 NP_001307668 NP_001307669 NP_001307670 NP_113641 XM_005252616 XM_011519735 XM_017016746 XM_017016747 XM_017016748 XM_017016749 XP_005252673 XP_011518037 XP_016872235 XP_016872236 XP_016872237 XP_016872238	inside exon	inside	16	inside exon	0	1	6	inside transcription region	-	256337	NA	83641	64220
9214	chr6	1619134	1620137	-0.068964721	0.344823606	160534	152161	152165	5	7	GMDS	NM_001253846 NM_001500 NP_001240775 NP_001491 XM_006715066 XM_011514500 XM_011514502 XM_011514503 XM_011514505 XM_011514506 XM_011514507 XM_017010752 XP_006715129 XP_011512802 XP_011512804 XP_011512805 XP_011512807 XP_011512808 XP_011512809 XP_016866241 XR_001743349 XR_001743350	downstream	downstream	625731	NA	NA	NA	11	NA	-	621833	NA	2762	25711
8452	chr4	184931631	184932237	-0.068858363	0.344291814	148835	125990	125994	5	20	STOX2	NM_020225 NP_064610 NR_132761 XM_011532129 XM_011532130 XM_011532131 XM_017008466 XM_017008467 XP_011530431 XP_011530432 XP_011530433 XP_016863955 XP_016863956 XR_938767	inside exon	inside	1320	inside exon	0	1	3	inside transcription region	+	8564	NA	56977	47569
4298	chr12	132896568	132896897	-0.085932429	0.343729717	52433	325699	325702	4	12	GALNT9	NM_001122636 NM_021808 NP_001116108 NP_068580 XM_017019371 XM_017019372 XM_017019373 XM_017019374 XM_017019375 XM_017019376 XP_016874860 XP_016874861 XP_016874862 XP_016874863 XP_016874864 XP_016874865	inside intron	inside	9008	inside intron	8654	1	6	inside transcription region	-	81912	NA	50614	38509
9430	chr6	32064212	32064258	-0.068693554	0.34346777	163808	165937	165941	5	73	TNXB	NM_019105 NM_032470 NP_061978 NP_115859	inside exon	inside	12893	inside exon	0	3	44	inside transcription region	-	68219	NA	7148	56894
10437	chr7	150211761	150211939	-0.068204228	0.341021142	183522	214054	214058	5	5	GIMAP7	NM_153236 NP_694968	promoter	promoter	6	NA	NA	NA	2	NA	+	6216	NA	168537	14903
1389	chr6	26087607	26088446	0.067641613	0.338208063	162570	156249	156254	6	6	HFE	NM_000410 NM_001300749 NM_139002 NM_139003 NM_139004 NM_139005 NM_139006 NM_139007 NM_139008 NM_139009 NM_139010 NM_139011 NP_000401 NP_001287678 NP_620572 NP_620573 NP_620575 NP_620576 NP_620577 NP_620578 NP_620579 NP_620580 XM_011514543 XP_011512845 XR_241893	overlaps exon downstream	inside	98	overlaps exon downstream	0	1	7	overlaps 5' UTR	+	7960	NA	3077	28704
1057	chr22	31317787	31318181	0.067448088	0.337240439	126040	468566	468571	6	12	MORC2-AS1	NM_153044 NR_026920	promoter	promoter	114	NA	NA	NA	3	NA	+	4345	NA	150291	12960
7502	chr21	46077582	46078007	-0.067435582	0.337177908	124258	464364	464368	5	7	TSPEAR	NM_001272037 NM_144991 NP_001258966 NP_659428	inside intron	inside	53488	inside intron	32452	2	13	5' UTR	-	213720	NA	54084	41898
642	chr16	4000587	4000920	0.084280863	0.337123454	73187	374080	374083	4	6	ADCY9	NM_001116 NP_001107 XM_005255079 XM_011522353 XP_005255136 XP_011520655	downstream	downstream	165266	NA	NA	NA	11	NA	-	153536	NA	115	8326
116	chr1	85527597	85527943	0.084275106	0.337100425	9801	23317	23321	5	8	WDR63	NM_001288563 NM_145172 NP_001275492 NP_660155	promoter	promoter	50	NA	NA	NA	22	NA	+	70828	NA	126820	9943
10570	chr7	156259194	156259219	-0.112254738	0.336764215	184256	215961	215963	3	3	LOC285889	NR_038232	upstream	upstream	20912	NA	NA	NA	3	NA	-	7799	NA	285889	27123
8593	chr5	1866120	1866725	-0.083963071	0.335852285	150097	129421	129426	6	9	IRX4	NM_001278632 NM_001278633 NM_001278634 NM_001278635 NM_016358 NP_001265561 NP_001265562 NP_001265563 NP_001265564 NP_057442	downstream	downstream	20568	NA	NA	NA	6	NA	-	9752	NA	50805	38694
3202	chr10	133946674	133947518	-0.067109953	0.335549765	30112	271171	271175	5	14	JAKMIP3	NM_001104947 NM_001105521 NM_001323086 NM_001323087 NM_001323088 NM_001323089 NM_001323090 NM_194303 NP_001098991 NP_001310015 NP_001310016 NP_001310017 NP_001310018 NP_001310019 XM_005252674 XM_005252676 XM_011539676 XM_011539682 XM_017016095 XM_017016096 XM_017016097 XM_017016098 XM_017016099 XP_005252731 XP_005252733 XP_011537978 XP_011537984 XP_016871584 XP_016871585 XP_016871586 XP_016871587 XP_016871588	covers exon(s)	inside	28361	covers exon(s)	0	3	24	inside transcription region	+	80000	NA	282973	25979
